"","X","...1","latitude","longitude","sum_IUU","sum_reported","coords","sum_NIUU","sum_Nreported","total_IUU_catch","total_catch","conflict0nmi","conflict50nmi","conflict100nmi","conflict150nmi","conflict200nmi","fatalities100nmi","ocean_ord","ocean_prd","prodummy1","prodummy2","prodummy3","prodummy4","prodummy5","prodummy6","prodummy7","prodummy8","prodummy9","prodummy10","prodummy11","prodummy12","prodummy13","prodummy14","prodummy15","prodummy16","prodummy17","prodummy18","prodummy19","prodummy20","prodummy21","prodummy22","prodummy23","prodummy24","prodummy25","prodummy26","prodummy27","prodummy28","prodummy29","prodummy30","prodummy31","prodummy32","prodummy33","prodummy34","indcatch000","nidcatch000","catch000"
"77",77,77,-10.5,116.5,6.73206,90.26785,"116.5,-10.5",0,0,6.73206,90.26785,0,0,5,5,5,2,384.298680555556,384.298680555556,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.09026785,0,0.09026785
"78",78,78,-10.5,117.5,4.67676,62.70427,"117.5,-10.5",0,0,4.67676,62.70427,0,0,0,0,0,0,418.553467592593,418.553467592593,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.06270427,0,0.06270427
"79",79,79,-10.5,118.5,7.97156,106.85175,"118.5,-10.5",0,0,7.97156,106.85175,0,0,4,4,4,2,459.8085625,459.8085625,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0.10685175,0,0.10685175
"80",80,80,-10.5,119.5,280.39943,1300.72136,"119.5,-10.5",165.22243,519.54873,445.62186,1820.27009,0,1,1,1,1,0,525.639053240741,525.639053240741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1.30072136,0.51954873,1.82027009
"81",81,81,-10.5,120.5,734.92065,3190.51785,"120.5,-10.5",2135.03495,6713.6714,2869.9556,9904.18925,0,0,0,0,4,0,627.131119047619,627.131119047619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,3.19051785,6.7136714,9.90418925
"82",82,82,-10.5,121.5,1210.00134,5728.01222,"121.5,-10.5",2260.90193,7109.48213,3470.90327,12837.49435,0,0,4,4,4,0,553.41114047619,553.41114047619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,5.72801222,7.10948213,12.83749435
"83",83,83,-10.5,122.5,1073.82394,4743.41689,"122.5,-10.5",1177.28278,3705.28104,2251.10672,8448.69793,0,4,4,4,4,0,571.024463235294,571.024463235294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,4.74341689,3.70528104,8.44869793
"84",84,84,-10.5,123.5,1474.89535,6948.46085,"123.5,-10.5",6866.70774,21591.91928,8341.60309,28540.38013,4,5,5,5,5,0,554.319746666667,554.319746666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,6.94846085,21.59191928,28.54038013
"85",85,85,-10.5,124.5,896.20578,4125.3957,"124.5,-10.5",2255.79183,7113.43555,3151.99761,11238.83125,0,9,9,9,9,1,408.447194444444,408.447194444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4.1253957,7.11343555,11.23883125
"86",86,86,-10.5,125.5,133.65682,1150.59927,"125.5,-10.5",7.50594,23.60259,141.16276,1174.20186,0,0,4,4,4,0,339.408949074074,339.408949074074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.15059927,0.02360259,1.17420186
"87",87,87,-10.5,126.5,470.18962,1783.20473,"126.5,-10.5",16.59505,46.18907,486.78467,1829.3938,0,0,0,4,4,0,372.696462962963,372.696462962963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.78320473,0.04618907,1.8293938
"88",88,88,-10.5,127.5,68.45758,341.59322,"127.5,-10.5",2.15596,5.01257,70.61354,346.60579,0,0,0,0,0,0,465.170372685185,465.170372685185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.34159322,0.00501257,0.34660579
"89",89,89,-10.5,128.5,781.12257,3242.82661,"128.5,-10.5",11.77851,36.56825,792.90108,3279.39486,0,0,0,0,0,0,583.097615740741,583.097615740741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.24282661,0.03656825,3.27939486
"90",90,90,-10.5,129.5,221.5085,417.68623,"129.5,-10.5",0,0,221.5085,417.68623,0,0,0,0,0,0,670.362555555556,670.362555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41768623,0,0.41768623
"91",91,91,-10.5,130.5,70.92089,161.77068,"130.5,-10.5",0,0,70.92089,161.77068,0,0,0,0,0,0,621.670407407407,621.670407407407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16177068,0,0.16177068
"92",92,92,-10.5,131.5,87.85394,194.71115,"131.5,-10.5",0,0,87.85394,194.71115,0,0,0,0,0,0,607.388912037037,607.388912037037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19471115,0,0.19471115
"93",93,93,-10.5,132.5,258.58731,490.69292,"132.5,-10.5",0,0,258.58731,490.69292,0,0,0,0,0,0,704.169803240741,704.169803240741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49069292,0,0.49069292
"94",94,94,-10.5,133.5,83.63829,190.94141,"133.5,-10.5",0,0,83.63829,190.94141,0,0,0,0,0,0,619.970039351852,619.970039351852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19094141,0,0.19094141
"95",95,95,-10.5,134.5,122.33502,238.1579,"134.5,-10.5",0,0,122.33502,238.1579,0,0,0,0,0,0,738.336893518519,738.336893518519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.2381579,0,0.2381579
"96",96,96,-10.5,135.5,291.69516,435.23819,"135.5,-10.5",0,0,291.69516,435.23819,0,0,0,0,0,0,709.660671296296,709.660671296296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.43523819,0,0.43523819
"97",97,97,-10.5,136.5,146.1058,348.5678,"136.5,-10.5",0,0,146.1058,348.5678,0,0,0,0,0,0,678.085634259259,678.085634259259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.3485678,0,0.3485678
"98",98,98,-10.5,137.5,559.48755,1852.58724,"137.5,-10.5",14.61006,45.94148,574.09761,1898.52872,0,0,0,0,0,0,704.658717592593,704.658717592593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.85258724,0.04594148,1.89852872
"99",99,99,-10.5,138.5,1143.43834,4792.54689,"138.5,-10.5",7.78803,24.48959,1151.22637,4817.03648,0,0,0,0,0,0,776.088319444444,776.088319444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.79254689,0.02448959,4.81703648
"100",100,100,-10.5,139.5,1395.98964,6735.95752,"139.5,-10.5",27.0209,84.82298,1423.01054,6820.7805,0,0,0,0,0,0,750.399914351852,750.399914351852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.73595752,0.08482298,6.8207805
"101",101,101,-10.5,140.5,1006.22858,4778.04331,"140.5,-10.5",84.30686,264.56573,1090.53544,5042.60904,0,0,4,4,4,1,754.782449074074,754.782449074074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.77804331,0.26456573,5.04260904
"102",102,102,-10.5,141.5,354.26078,1946.12348,"141.5,-10.5",1.03843,1.79232,355.29921,1947.9158,0,0,0,0,0,0,785.556701388889,785.556701388889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.94612348,0.00179232,1.9479158
"103",103,103,-9.5,102.5,3.7923,34.43099,"102.5,-9.5",0,0,3.7923,34.43099,0,0,0,0,0,0,275.999118055556,275.999118055556,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03443099,0,0.03443099
"104",104,104,-9.5,103.5,2.62722,32.61025,"103.5,-9.5",0,0,2.62722,32.61025,0,0,0,0,0,0,280.219583333333,280.219583333333,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03261025,0,0.03261025
"105",105,105,-9.5,104.5,3.58673,45.58699,"104.5,-9.5",0,0,3.58673,45.58699,0,0,0,0,0,0,294.692574074074,294.692574074074,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04558699,0,0.04558699
"106",106,106,-9.5,105.5,6.92308,90.86401,"105.5,-9.5",0,0,6.92308,90.86401,0,0,0,0,0,0,307.103965277778,307.103965277778,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09086401,0,0.09086401
"107",107,107,-9.5,106.5,15.17607,202.72043,"106.5,-9.5",0,0,15.17607,202.72043,0,0,0,11,134,4,322.151108796296,322.151108796296,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20272043,0,0.20272043
"108",108,108,-9.5,107.5,12.71872,170.48234,"107.5,-9.5",0,0,12.71872,170.48234,0,0,2,31,31,0,334.190912037037,334.190912037037,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17048234,0,0.17048234
"109",109,109,-9.5,108.5,8.14306,109.16948,"108.5,-9.5",0,0,8.14306,109.16948,0,0,2,4,4,0,341.472650462963,341.472650462963,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10916948,0,0.10916948
"110",110,110,-9.5,109.5,6.08779,79.39217,"109.5,-9.5",0,0,6.08779,79.39217,0,0,6,9,9,0,368.461483796296,368.461483796296,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07939217,0,0.07939217
"111",111,111,-9.5,110.5,9.57388,127.30863,"110.5,-9.5",0,0,9.57388,127.30863,0,0,17,22,25,1,391.307643518518,391.307643518518,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12730863,0,0.12730863
"112",112,112,-9.5,111.5,5.75005,77.03857,"111.5,-9.5",0,0,5.75005,77.03857,0,0,1,4,4,0,440.082590277778,440.082590277778,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07703857,0,0.07703857
"113",113,113,-9.5,112.5,5.59534,74.96701,"112.5,-9.5",0,0,5.59534,74.96701,0,0,28,55,55,1,487.291569444444,487.291569444444,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.07496701,0,0.07496701
"114",114,114,-9.5,113.5,6.36539,84.72729,"113.5,-9.5",0,0,6.36539,84.72729,0,8,10,16,16,3,538.06962037037,538.06962037037,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.08472729,0,0.08472729
"115",115,115,-9.5,114.5,4.7523,63.66105,"114.5,-9.5",0,0,4.7523,63.66105,0,1,1,1,1,4,706.807939814815,706.807939814815,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.06366105,0,0.06366105
"116",116,116,-9.5,115.5,7.4189,99.33023,"115.5,-9.5",0,0,7.4189,99.33023,0,5,5,5,5,0,612.687041666667,612.687041666667,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.09933023,0,0.09933023
"117",117,117,-9.5,116.5,253.68767,773.02898,"116.5,-9.5",179.29367,563.79508,432.98134,1336.82406,0,5,5,6,6,2,565.09115952381,565.09115952381,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.77302898,0.56379508,1.33682406
"118",118,118,-9.5,117.5,394.08578,2217.75706,"117.5,-9.5",1291.97352,4062.6525,1686.0593,6280.40956,0,0,1,1,1,0,552.387311904762,552.387311904762,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,2.21775706,4.0626525,6.28040956
"119",119,119,-9.5,118.5,666.38276,2631.41882,"118.5,-9.5",621.12884,1953.15489,1287.5116,4584.57371,0,5,5,5,5,2,605.019113425926,605.019113425926,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,2.63141882,1.95315489,4.58457371
"120",120,120,-9.5,119.5,1376.71585,7493.14287,"119.5,-9.5",7898.9033,24838.37779,9275.61915,32331.52066,1,1,1,1,1,0,657.1126,657.1126,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,7.49314287,24.83837779,32.33152066
"121",121,121,-9.5,120.5,1288.66278,6166.64045,"120.5,-9.5",3500.33493,11006.89055,4788.99771,17173.531,0,1,1,1,2,0,544.364663461538,544.364663461538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,6.16664045,11.00689055,17.173531
"122",122,122,-9.5,121.5,32.35648,365.07222,"121.5,-9.5",0.13829,0.43484,32.49477,365.50706,0,0,2,2,7,1,501.18580787037,501.18580787037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0.36507222,0.00043484,0.36550706
"123",123,123,-9.5,122.5,6.50081,87.09052,"122.5,-9.5",0,0,6.50081,87.09052,0,1,3,6,7,1,539.587796296296,539.587796296296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0.08709052,0,0.08709052
"124",124,124,-9.5,123.5,763.28983,3420.80018,"123.5,-9.5",4468.21671,14050.40164,5231.50654,17471.20182,1,10,10,10,10,1,634.936473214286,634.936473214286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,3.42080018,14.05040164,17.47120182
"125",125,125,-9.5,124.5,1364.54656,5574.83083,"124.5,-9.5",3706.25133,11539.19274,5070.79789,17114.02357,5,6,6,6,6,1,633.85945,633.85945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,5.57483083,11.53919274,17.11402357
"126",126,126,-9.5,125.5,341.45814,1882.64095,"125.5,-9.5",679.5102,2057.85408,1020.96834,3940.49503,0,5,6,6,6,1,378.076951923077,378.076951923077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1.88264095,2.05785408,3.94049503
"127",127,127,-9.5,126.5,1.97807,11.06143,"126.5,-9.5",3.19504,7.4515,5.17311,18.51293,0,0,5,6,6,1,376.407215277778,376.407215277778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.01106143,0.0074515,0.01851293
"128",128,128,-9.5,127.5,11.80766,93.92059,"127.5,-9.5",4.62996,10.76245,16.43762,104.68304,0,0,0,5,5,1,387.419898148148,387.419898148148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.09392059,0.01076245,0.10468304
"129",129,129,-9.5,128.5,958.45519,5163.98506,"128.5,-9.5",39.14207,122.88127,997.59726,5286.86633,0,0,0,0,3,1,414.008414351852,414.008414351852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.16398506,0.12288127,5.28686633
"130",130,130,-9.5,129.5,395.74502,2598.13081,"129.5,-9.5",14.52428,45.67172,410.2693,2643.80253,0,0,0,0,0,0,424.117893518519,424.117893518519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.59813081,0.04567172,2.64380253
"131",131,131,-9.5,130.5,580.36408,2914.38529,"130.5,-9.5",4.48924,14.11652,584.85332,2928.50181,0,0,0,0,0,0,425.913261574074,425.913261574074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.91438529,0.01411652,2.92850181
"132",132,132,-9.5,131.5,1378.88752,4949.36204,"131.5,-9.5",208.90337,656.90046,1587.79089,5606.2625,0,0,0,0,0,0,433.624305555556,433.624305555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.94936204,0.65690046,5.6062625
"133",133,133,-9.5,132.5,468.10852,1722.18921,"132.5,-9.5",18.27893,57.47849,486.38745,1779.6677,0,0,0,0,0,0,452.749958333333,452.749958333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.72218921,0.05747849,1.7796677
"134",134,134,-9.5,133.5,463.95407,1859.89171,"133.5,-9.5",1.54283,4.85152,465.4969,1864.74323,0,0,0,0,0,0,483.105240740741,483.105240740741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.85989171,0.00485152,1.86474323
"135",135,135,-9.5,134.5,453.17903,1937.88408,"134.5,-9.5",0.97875,3.07772,454.15778,1940.9618,0,0,0,0,0,0,557.542715277778,557.542715277778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.93788408,0.00307772,1.9409618
"136",136,136,-9.5,135.5,1053.01193,3216.36928,"135.5,-9.5",1.29372,4.07719,1054.30565,3220.44647,0,0,0,0,0,0,609.327560185185,609.327560185185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.21636928,0.00407719,3.22044647
"137",137,137,-9.5,136.5,1633.21867,5622.72848,"136.5,-9.5",55.48481,174.47334,1688.70348,5797.20182,0,0,0,0,0,0,756.135043981481,756.135043981481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.62272848,0.17447334,5.79720182
"138",138,138,-9.5,137.5,1605.42553,4959.67401,"137.5,-9.5",129.41356,406.97063,1734.83909,5366.64464,0,0,0,0,0,0,852.635993055556,852.635993055556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.95967401,0.40697063,5.36664464
"139",139,139,-9.5,138.5,2593.72106,8236.65698,"138.5,-9.5",222.4447,699.48096,2816.16576,8936.13794,0,0,0,0,0,0,797.431761574074,797.431761574074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.23665698,0.69948096,8.93613794
"140",140,140,-9.5,139.5,2114.4533,6813.74054,"139.5,-9.5",456.9107,1435.44674,2571.364,8249.18728,0,0,0,0,0,0,827.347949074074,827.347949074074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.81374054,1.43544674,8.24918728
"141",141,141,-9.5,140.5,2466.97613,8477.78493,"140.5,-9.5",3244.91031,10199.68584,5711.88644,18677.47077,0,4,4,4,4,1,1040.40484047619,1040.40484047619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.47778493,10.19968584,18.67747077
"142",142,142,-9.5,141.5,362.68758,2973.04588,"141.5,-9.5",4.56795,8.36632,367.25553,2981.4122,0,0,0,0,0,0,1309.8214,1309.8214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.97304588,0.00836632,2.9814122
"143",143,143,-8.5,99.5,45.16492,189.32759,"99.5,-8.5",0,0,45.16492,189.32759,0,0,0,0,0,0,254.496708333333,254.496708333333,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18932759,0,0.18932759
"144",144,144,-8.5,100.5,9.5903,102.90828,"100.5,-8.5",0,0,9.5903,102.90828,0,0,0,0,0,0,271.171844907407,271.171844907407,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10290828,0,0.10290828
"145",145,145,-8.5,101.5,7.04478,61.50168,"101.5,-8.5",0,0,7.04478,61.50168,0,0,0,0,0,0,281.829574074074,281.829574074074,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06150168,0,0.06150168
"146",146,146,-8.5,102.5,9.65634,116.18684,"102.5,-8.5",0,0,9.65634,116.18684,0,0,0,0,0,0,292.184189814815,292.184189814815,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.11618684,0,0.11618684
"147",147,147,-8.5,103.5,5.37016,72.00492,"103.5,-8.5",0,0,5.37016,72.00492,0,0,0,0,0,0,307.953641203704,307.953641203704,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.07200492,0,0.07200492
"148",148,148,-8.5,104.5,4.67364,62.63744,"104.5,-8.5",0,0,4.67364,62.63744,0,0,0,0,0,0,319.214837962963,319.214837962963,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.06263744,0,0.06263744
"149",149,149,-8.5,105.5,3.84566,51.47601,"105.5,-8.5",0,0,3.84566,51.47601,0,0,0,0,4,1,349.097833333333,349.097833333333,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.05147601,0,0.05147601
"150",150,150,-8.5,106.5,4.96478,66.5503,"106.5,-8.5",0,0,4.96478,66.5503,0,0,15,134,134,4,407.808578703704,407.808578703704,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0665503,0,0.0665503
"151",151,151,-8.5,107.5,31.54541,163.38436,"107.5,-8.5",0,0,31.54541,163.38436,0,2,31,31,31,0,459.000865740741,459.000865740741,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16338436,0,0.16338436
"152",152,152,-8.5,108.5,767.54586,3847.58167,"108.5,-8.5",1114.48421,3504.54448,1882.03007,7352.12615,0,2,4,4,5,0,476.643219907407,476.643219907407,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.84758167,3.50454448,7.35212615
"153",153,153,-8.5,109.5,442.09994,2144.85299,"109.5,-8.5",576.90872,1814.10289,1019.00866,3958.95588,0,8,9,10,15,3,521.849365740741,521.849365740741,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.14485299,1.81410289,3.95895588
"154",154,154,-8.5,110.5,1386.25272,4211.51271,"110.5,-8.5",2594.587,8158.64716,3980.83972,12370.15987,0,17,26,31,36,4,623.586389880952,623.586389880952,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.21151271,8.15864716,12.37015987
"155",155,155,-8.5,111.5,1187.90964,4061.7691,"111.5,-8.5",2215.49179,6972.29028,3403.40143,11034.05938,0,2,10,15,21,7,758.428206521739,758.428206521739,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0617691,6.97229028,11.03405938
"156",156,156,-8.5,112.5,948.0583,4172.833,"112.5,-8.5",2666.67807,8426.36471,3614.73637,12599.19771,1,48,66,71,74,8,798.101525,798.101525,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.172833,8.42636471,12.59919771
"157",157,157,-8.5,113.5,1546.25961,6622.2194,"113.5,-8.5",4203.58973,13211.14054,5749.84934,19833.35994,10,11,23,26,28,9,983.18962037037,983.18962037037,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.6222194,13.21114054,19.83335994
"158",158,158,-8.5,114.5,1611.54643,6518.50796,"114.5,-8.5",5024.78077,15800.30973,6636.3272,22318.81769,1,13,19,22,22,9,1050.96869907407,1050.96869907407,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.51850796,15.80030973,22.31881769
