"","X","...1","latitude","longitude","sum_IUU","sum_reported","coords","sum_NIUU","sum_Nreported","total_IUU_catch","total_catch","conflict0nmi","conflict50nmi","conflict100nmi","conflict150nmi","conflict200nmi","fatalities100nmi","ocean_ord","ocean_prd","prodummy1","prodummy2","prodummy3","prodummy4","prodummy5","prodummy6","prodummy7","prodummy8","prodummy9","prodummy10","prodummy11","prodummy12","prodummy13","prodummy14","prodummy15","prodummy16","prodummy17","prodummy18","prodummy19","prodummy20","prodummy21","prodummy22","prodummy23","prodummy24","prodummy25","prodummy26","prodummy27","prodummy28","prodummy29","prodummy30","prodummy31","prodummy32","prodummy33","prodummy34","indcatch000","nidcatch000","catch000"
"379",379,379,-3.5,126.5,1723.6222,7921.91117,"126.5,-3.5",5090.20069,16006.22901,6813.82289,23928.14018,0,0,3,3,3,0,636.154427272727,636.154427272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,7.92191117,16.00622901,23.92814018
"380",380,380,-3.5,127.5,1492.40492,6090.59372,"127.5,-3.5",4033.38669,12683.05808,5525.79161,18773.6518,0,3,3,3,3,0,616.601609195402,616.601609195402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,6.09059372,12.68305808,18.7736518
"381",381,381,-3.5,128.5,1827.62815,6169.74199,"128.5,-3.5",4713.35092,14797.11488,6540.97907,20966.85687,3,3,3,3,3,0,624.843993620415,624.843993620415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,6.16974199,14.79711488,20.96685687
"382",382,382,-3.5,129.5,701.09198,2814.67841,"129.5,-3.5",2381.25343,7489.83684,3082.34541,10304.51525,0,3,3,3,3,0,548.547986570248,548.547986570248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2.81467841,7.48983684,10.30451525
"383",383,383,-3.5,130.5,1435.48722,6499.02333,"130.5,-3.5",4272.11157,13433.73313,5707.59879,19932.75646,0,0,1,3,6,0,574.670922348485,574.670922348485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,6.49902333,13.43373313,19.93275646
"384",384,384,-3.5,131.5,933.70841,4122.49297,"131.5,-3.5",1137.15158,3575.80499,2070.85999,7698.29796,0,0,0,10,13,1,541.503654761905,541.503654761905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,4.12249297,3.57580499,7.69829796
"385",385,385,-3.5,132.5,1012.22475,4240.54127,"132.5,-3.5",3402.65639,10699.71531,4414.88114,14940.25658,0,5,6,6,12,2,599.991630434783,599.991630434783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4.24054127,10.69971531,14.94025658
"386",386,386,-3.5,133.5,1316.16891,5535.08686,"133.5,-3.5",4165.49815,13098.48516,5481.66706,18633.57202,3,3,8,10,12,3,1266.20551666667,1266.20551666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,5.53508686,13.09848516,18.63357202
"387",387,387,-3.5,134.5,1017.78266,4111.57996,"134.5,-3.5",2599.08496,8173.43304,3616.86762,12285.013,0,8,10,25,28,9,694.606291666667,694.606291666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4.11157996,8.17343304,12.285013
"388",388,388,-3.5,135.5,691.83809,2853.755,"135.5,-3.5",4209.9548,13238.20692,4901.79289,16091.96192,5,7,12,19,20,12,565.15744047619,565.15744047619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2.853755,13.23820692,16.09196192
"389",389,389,-2.5,95.5,22.77561,166.52599,"95.5,-2.5",0,0,22.77561,166.52599,0,0,0,0,0,0,241.423733796296,241.423733796296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.16652599,0,0.16652599
"390",390,390,-2.5,96.5,10.66498,142.99117,"96.5,-2.5",0,0,10.66498,142.99117,0,0,0,0,0,0,249.422155092593,249.422155092593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.14299117,0,0.14299117
"391",391,391,-2.5,97.5,5.48676,73.51944,"97.5,-2.5",0,0,5.48676,73.51944,0,0,0,0,0,0,269.114273148148,269.114273148148,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.07351944,0,0.07351944
"392",392,392,-2.5,98.5,4.4756,59.92839,"98.5,-2.5",0,0,4.4756,59.92839,0,0,0,0,1,0,295.881743055556,295.881743055556,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0.05992839,0,0.05992839
"393",393,393,-2.5,99.5,884.52298,4494.1955,"99.5,-2.5",1624.52963,5108.42658,2509.05261,9602.62208,0,0,0,1,4,0,335.031071354167,335.031071354167,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,4.4941955,5.10842658,9.60262208
"394",394,394,-2.5,100.5,1885.48186,7432.11734,"100.5,-2.5",3889.40868,12231.27144,5774.89054,19663.38878,0,0,2,4,5,0,436.898158585859,436.898158585859,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,7.43211734,12.23127144,19.66338878
"395",395,395,-2.5,101.5,816.44404,3840.88572,"101.5,-2.5",2895.73125,9106.8689,3712.17529,12947.75462,0,3,3,6,21,0,780.823833333333,780.823833333333,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,3.84088572,9.1068689,12.94775462
"396",396,396,-2.5,104.5,712.51822,2487.17351,"104.5,-2.5",4901.04169,15086.74231,5613.55991,17573.91582,3,7,11,12,26,1,NA,NA,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,2.48717351,15.08674231,17.57391582
"397",397,397,-2.5,105.5,1713.96497,5511.4888,"105.5,-2.5",3827.68661,12036.21407,5541.65158,17547.70287,1,6,6,12,13,1,1809.25670833333,1809.25670833333,0,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,5.5114888,12.03621407,17.54770287
"398",398,398,-2.5,106.5,1712.6099,6727.01162,"106.5,-2.5",4883.03617,15354.79624,6595.64607,22081.80786,2,3,5,6,127,3,819.097387301587,819.097387301587,0,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,6.72701162,15.35479624,22.08180786
"399",399,399,-2.5,107.5,2133.99745,7500.283,"107.5,-2.5",4038.54949,12699.64995,6172.54694,20199.93295,0,2,3,5,6,0,580.934794642857,580.934794642857,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7.500283,12.69964995,20.19993295
"400",400,400,-2.5,108.5,2784.60768,7532.82737,"108.5,-2.5",3133.72698,9854.66963,5918.33466,17387.497,0,0,2,3,5,0,613.8162265625,613.8162265625,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7.53282737,9.85466963,17.387497
"401",401,401,-2.5,109.5,2210.65603,7081.83031,"109.5,-2.5",2432.66612,7649.8318,4643.32215,14731.66211,0,0,0,4,4,0,1035.802125,1035.802125,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7.08183031,7.6498318,14.73166211
"402",402,402,-2.5,110.5,1476.14817,4821.82775,"110.5,-2.5",5198.48924,16347.66038,6674.63741,21169.48813,0,0,0,0,1,0,2050.79238888889,2050.79238888889,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.82182775,16.34766038,21.16948813
"403",403,403,-2.5,111.5,845.91135,2743.37268,"111.5,-2.5",2866.15917,9012.56275,3712.07052,11755.93543,0,0,0,1,1,0,NA,NA,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.74337268,9.01256275,11.75593543
"404",404,404,-2.5,113.5,131.11456,735.60812,"113.5,-2.5",438.69891,1379.4968,569.81347,2115.10492,1,1,1,1,1,0,NA,NA,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.73560812,1.3794968,2.11510492
"405",405,405,-2.5,116.5,1987.93633,6747.84046,"116.5,-2.5",5887.21745,18456.17864,7875.15378,25204.0191,0,2,2,3,3,0,1044.92691269841,1044.92691269841,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,6.74784046,18.45617864,25.2040191
"406",406,406,-2.5,117.5,1104.98044,4749.56706,"117.5,-2.5",976.80811,3071.78705,2081.78855,7821.35411,0,0,2,2,6,2,538.364668981481,538.364668981481,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,4.74956706,3.07178705,7.82135411
"407",407,407,-2.5,118.5,1047.39149,4629.77525,"118.5,-2.5",1649.90677,5188.16175,2697.29826,9817.937,0,0,1,2,2,1,399.238558823529,399.238558823529,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,4.62977525,5.18816175,9.817937
"408",408,408,-2.5,119.5,607.97897,2652.44353,"119.5,-2.5",2693.31669,8469.18368,3301.29566,11121.62721,0,6,6,30,30,4,672.020083333333,672.020083333333,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,2.65244353,8.46918368,11.12162721
"409",409,409,-2.5,120.5,925.14165,3605.37875,"120.5,-2.5",5841.31273,18398.57669,6766.45438,22003.95544,2,14,15,16,16,14,712.556430555556,712.556430555556,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,3.60537875,18.39857669,22.00395544
"410",410,410,-2.5,121.5,891.10947,4191.06377,"121.5,-2.5",3757.33157,11814.97882,4648.44104,16006.04259,0,2,3,3,3,1,627.046666666667,627.046666666667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,4.19106377,11.81497882,16.00604259
"411",411,411,-2.5,122.5,1367.67691,5570.691,"122.5,-2.5",3349.86283,10533.70497,4717.53974,16104.39597,0,0,4,4,4,2,353.200636363636,353.200636363636,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,5.570691,10.53370497,16.10439597
"412",412,412,-2.5,123.5,927.87594,2905.86358,"123.5,-2.5",1565.99388,4924.29629,2493.86982,7830.15987,0,0,0,2,2,1,405.897835784314,405.897835784314,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,2.90586358,4.92429629,7.83015987
"413",413,413,-2.5,124.5,603.5592,2281.69003,"124.5,-2.5",2166.18428,6811.63886,2769.74348,9093.32889,0,0,0,0,2,0,373.626252380952,373.626252380952,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,2.28169003,6.81163886,9.09332889
"414",414,414,-2.5,125.5,614.27912,2261.23852,"125.5,-2.5",1632.17111,5136.19608,2246.45023,7397.4346,0,0,0,0,0,0,393.592323529412,393.592323529412,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,2.26123852,5.13619608,7.3974346
"415",415,415,-2.5,126.5,393.05005,2169.36396,"126.5,-2.5",1071.1555,3368.26833,1464.20555,5537.63229,0,0,0,0,0,0,463.674465277778,463.674465277778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,2.16936396,3.36826833,5.53763229
"416",416,416,-2.5,127.5,386.71505,1966.72008,"127.5,-2.5",1717.04919,5399.29254,2103.76424,7366.01262,0,0,0,0,0,0,507.103814814815,507.103814814815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1.96672008,5.39929254,7.36601262
"417",417,417,-2.5,128.5,1319.37272,3165.06934,"128.5,-2.5",2456.57263,7724.76252,3775.94535,10889.83186,0,3,3,3,5,0,448.54736827957,448.54736827957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3.16506934,7.72476252,10.88983186
"418",418,418,-2.5,129.5,1206.70104,5006.73972,"129.5,-2.5",3786.89626,11907.96415,4993.5973,16914.70387,0,0,0,2,2,0,513.734067204301,513.734067204301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,5.00673972,11.90796415,16.91470387
"419",419,419,-2.5,130.5,1482.9633,6041.81159,"130.5,-2.5",3714.19345,11679.91677,5197.15675,17721.72836,0,0,2,2,2,0,545.296063888889,545.296063888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,6.04181159,11.67991677,17.72172836
"420",420,420,-2.5,131.5,1301.44591,6148.84595,"131.5,-2.5",3573.94685,11238.34138,4875.39276,17387.18733,0,2,9,9,9,1,780.9279375,780.9279375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,6.14884595,11.23834138,17.38718733
"421",421,421,-2.5,132.5,1709.63323,6168.20811,"132.5,-2.5",5631.02948,17709.7665,7340.66271,23877.97461,2,3,3,3,3,0,1641.58169444444,1641.58169444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,6.16820811,17.7097665,23.87797461
"422",422,422,-2.5,133.5,1185.24031,4770.97142,"133.5,-2.5",3419.76718,10753.54972,4605.00749,15524.52114,0,5,5,5,5,0,2411.64133333333,2411.64133333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4.77097142,10.75354972,15.52452114
"423",423,423,-2.5,134.5,1496.76516,7278.99584,"134.5,-2.5",5657.43203,17793.10476,7154.19719,25072.1006,0,0,13,15,17,4,427.009618421053,427.009618421053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,7.27899584,17.79310476,25.0721006
"424",424,424,-2.5,135.5,1901.46803,5876.41562,"135.5,-2.5",4932.4524,15510.75533,6833.92043,21387.17095,0,5,5,7,9,4,431.623100490196,431.623100490196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,5.87641562,15.51075533,21.38717095
"425",425,425,-2.5,136.5,1189.81747,5089.84381,"136.5,-2.5",3546.94053,11153.41948,4736.758,16243.26329,0,7,26,26,26,25,874.405076923077,874.405076923077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,5.08984381,11.15341948,16.24326329
"426",426,426,-2.5,137.5,155.88767,1053.9954,"137.5,-2.5",938.95119,2952.54922,1094.83886,4006.54462,0,7,15,15,35,11,2663.39833333333,2663.39833333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1.0539954,2.95254922,4.00654462
"427",427,427,-2.5,139.5,957.98976,3264.50639,"139.5,-2.5",2087.80742,6565.14752,3045.79718,9829.65391,0,20,23,35,35,11,880.923,880.923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.26450639,6.56514752,9.82965391
"428",428,428,-2.5,140.5,1171.42145,4972.31738,"140.5,-2.5",3164.84923,9951.93202,4336.27068,14924.2494,20,20,20,22,22,6,519.615,519.615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.97231738,9.95193202,14.9242494
"429",429,429,-2.5,141.5,173.40687,1554.49446,"141.5,-2.5",2.78562,4.80491,176.19249,1559.29937,0,20,20,20,22,6,479.901209770115,479.901209770115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.55449446,0.00480491,1.55929937
"430",430,430,-1.5,94.5,16.84543,166.19572,"94.5,-1.5",0,0,16.84543,166.19572,0,0,0,0,0,0,229.524166666667,229.524166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.16619572,0,0.16619572
"431",431,431,-1.5,95.5,15.40037,155.70088,"95.5,-1.5",0,0,15.40037,155.70088,0,0,0,0,0,0,251.243532407407,251.243532407407,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.15570088,0,0.15570088
"432",432,432,-1.5,96.5,12.92181,173.30642,"96.5,-1.5",0,0,12.92181,173.30642,0,0,0,0,0,0,269.252553240741,269.252553240741,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.17330642,0,0.17330642
"433",433,433,-1.5,97.5,6.24672,83.73744,"97.5,-1.5",0,0,6.24672,83.73744,0,0,0,0,8,0,288.820962962963,288.820962962963,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.08373744,0,0.08373744
"434",434,434,-1.5,98.5,567.01871,2831.81197,"98.5,-1.5",3142.69811,9908.68326,3709.71682,12740.49523,0,0,0,0,1,0,343.070557471264,343.070557471264,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,2.83181197,9.90868326,12.74049523
"435",435,435,-1.5,99.5,1081.172,4395.80024,"99.5,-1.5",3233.74192,10168.83011,4314.91392,14564.63035,0,0,0,3,3,1,370.58133045977,370.58133045977,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,4.39580024,10.16883011,14.56463035
"436",436,436,-1.5,100.5,1846.29962,7611.71223,"100.5,-1.5",4605.76805,14490.76396,6452.06767,22102.47619,0,1,3,3,9,1,429.62651754386,429.62651754386,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,7.61171223,14.49076396,22.10247619
"437",437,437,-1.5,104.5,1214.51814,5668.43027,"104.5,-1.5",6038.03736,18986.35571,7252.5555,24654.78598,0,7,13,28,28,2,1765.88086265432,1765.88086265432,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,5.66843027,18.98635571,24.65478598
"438",438,438,-1.5,105.5,2834.03575,8676.44409,"105.5,-1.5",4626.01017,14546.57495,7460.04592,23223.01904,0,1,7,7,11,1,910.080600694444,910.080600694444,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,8.67644409,14.54657495,23.22301904
"439",439,439,-1.5,106.5,2359.60054,7439.69044,"106.5,-1.5",3539.49591,11131.3961,5899.09645,18571.08654,0,2,2,8,8,0,593.690542857143,593.690542857143,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,7.43969044,11.1313961,18.57108654
"440",440,440,-1.5,107.5,2960.87085,9299.37475,"107.5,-1.5",463.27618,1457.37039,3424.14703,10756.74514,0,0,0,0,0,0,526.990349537037,526.990349537037,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,9.29937475,1.45737039,10.75674514
"441",441,441,-1.5,108.5,2468.77074,6970.8281,"108.5,-1.5",2920.6717,9184.15936,5389.44244,16154.98746,0,0,0,0,0,0,729.175055555556,729.175055555556,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.9708281,9.18415936,16.15498746
"442",442,442,-1.5,109.5,1767.95379,6855.45088,"109.5,-1.5",4464.19348,14034.80192,6232.14727,20890.2528,0,0,2,2,2,0,1856.77750520833,1856.77750520833,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.85545088,14.03480192,20.8902528
"443",443,443,-1.5,110.5,856.17668,3276.64242,"110.5,-1.5",2420.1924,7610.54791,3276.36908,10887.19033,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.27664242,7.61054791,10.88719033
"444",444,444,-1.5,116.5,1787.80679,6355.8201,"116.5,-1.5",5727.78458,17998.03489,7515.59137,24353.85499,2,2,2,4,5,0,1399.36713194444,1399.36713194444,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,6.3558201,17.99803489,24.35385499
"445",445,445,-1.5,117.5,1185.17835,4233.98247,"117.5,-1.5",2795.1762,8789.48263,3980.35455,13023.4651,0,4,8,12,21,12,624.286291666667,624.286291666667,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,4.23398247,8.78948263,13.0234651
"446",446,446,-1.5,118.5,44.66124,115.10951,"118.5,-1.5",0,0,44.66124,115.10951,0,3,8,17,17,11,371.70656712963,371.70656712963,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0.11510951,0,0.11510951
"447",447,447,-1.5,119.5,656.04717,2726.41217,"119.5,-1.5",3400.49291,10697.0236,4056.54008,13423.43577,3,15,16,17,42,14,516.82475,516.82475,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,2.72641217,10.6970236,13.42343577
"448",448,448,-1.5,120.5,361.09558,1719.79545,"120.5,-1.5",1200.29037,3774.33521,1561.38595,5494.13066,12,18,19,19,20,14,319.541861111111,319.541861111111,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1.71979545,3.77433521,5.49413066
"449",449,449,-1.5,121.5,1330.66275,4721.36426,"121.5,-1.5",4086.40361,12852.82658,5417.06636,17574.19084,0,12,15,16,16,11,350.648645833333,350.648645833333,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,4.72136426,12.85282658,17.57419084
"450",450,450,-1.5,122.5,1217.22716,5544.09428,"122.5,-1.5",5135.20236,16148.07533,6352.42952,21692.16961,0,0,12,15,17,12,372.754636666667,372.754636666667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,5.54409428,16.14807533,21.69216961
"451",451,451,-1.5,123.5,1619.30838,7132.7334,"123.5,-1.5",5752.4318,18166.36284,7371.74018,25299.09624,0,0,0,8,12,11,574.782525862069,574.782525862069,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,7.1327334,18.16636284,25.29909624
"452",452,452,-1.5,124.5,1081.29731,5025.81903,"124.5,-1.5",2618.03147,8232.44785,3699.32878,13258.26688,0,0,0,3,11,9,521.069294642857,521.069294642857,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,5.02581903,8.23244785,13.25826688
"453",453,453,-1.5,125.5,746.35852,3771.36941,"125.5,-1.5",2177.41428,6846.93659,2923.7728,10618.306,0,0,0,0,0,0,473.626580555556,473.626580555556,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,3.77136941,6.84693659,10.618306
"454",454,454,-1.5,126.5,414.15322,2068.82589,"126.5,-1.5",1686.12441,5302.04903,2100.27763,7370.87492,0,0,0,0,0,0,504.716166666667,504.716166666667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,2.06882589,5.30204903,7.37087492
"455",455,455,-1.5,127.5,1727.47639,7409.72116,"127.5,-1.5",4550.08658,14307.83038,6277.56297,21717.55154,0,0,0,0,0,0,524.44871,524.44871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,7.40972116,14.30783038,21.71755154
"456",456,456,-1.5,128.5,1205.60742,5142.61941,"128.5,-1.5",3019.7498,9497.9901,4225.35722,14640.60951,0,0,1,3,4,0,472.076409313725,472.076409313725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,5.14261941,9.4979901,14.64060951
"457",457,457,-1.5,129.5,928.97793,4266.16576,"129.5,-1.5",3264.18294,10264.15678,4193.16087,14530.32254,0,0,0,1,1,0,605.185818627451,605.185818627451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4.26616576,10.26415678,14.53032254
